agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,2026-01-12T00:00:00.000Z,0.0,1,,2018-09-14T00:00:00.000Z,False,,1.0,12.0,AE,False,,,,2.0,False,,11,1969-07-01T00:00:00.000Z,1994-04-26T00:00:00.000Z,2649.09,0.0,0.0,False,RatingEngine,False,224000,0,2018,False,3899.0,F,2649.09,154330.0,1,N,,,0.0,,,,687.0,,0.0,False,Hurricane Florence,30000.0,0.0,375361,375361,"WRIGHTSVILLE BEACH, TOWN OF",,,1,211387.0,,A,False,1.0,AE,1.0,False,NC,Currently Unavailable,28480,37129,37129011800,371290118002,34.2,-77.8,831b125c-c9ad-4c52-80a3-c5012d51b4c8
False,2026-01-12T00:00:00.000Z,1.0,1,,2021-07-09T00:00:00.000Z,False,,,,X,False,,,,1.0,False,,11,1954-01-01T00:00:00.000Z,2007-09-08T00:00:00.000Z,2977.79,0.0,0.0,False,RatingEngine,False,250000,100000,2021,True,4201.0,F,2977.79,216125.0,4,N,,1,0.0,,0.0,,,,,False,,30000.0,0.0,360790,360790,"BABYLON,TOWN OF",97,,1,282963.0,,R,False,-7.0,X,1.0,False,NY,Currently Unavailable,11703,36103,36103123102,361031231021,40.7,-73.3,757025e5-ec07-441d-835b-d9c759c64156
False,2026-01-12T00:00:00.000Z,,1,,1997-03-02T00:00:00.000Z,False,,,,A06,False,3.0,0.0,,1.0,False,,1,1961-06-11T00:00:00.000Z,1992-10-30T00:00:00.000Z,1471.24,2432.05,0.0,False,1,False,56400,16000,1997,True,2300.0,1,1471.24,44400.0,2,N,3200.0,1,2432.05,5000.0,0.0,,603.0,2.0,48.0,False,Flooding,20000.0,0.0,210122,,,,,1,0.0,0.0,A,False,2.0,,,False,KY,Currently Unavailable,40214,21111,21111009106,211110091061,38.1,-85.8,ad9ce000-9065-498c-8dd3-56149f5c2aca
False,2026-01-12T00:00:00.000Z,,1,,2024-09-11T00:00:00.000Z,False,,,,X,False,,,,1.0,False,,11,1960-01-01T00:00:00.000Z,2020-06-14T00:00:00.000Z,7911.92,0.0,0.0,False,RatingEngine,False,125000,50000,2024,False,9912.0,2,7911.92,93946.0,4,N,0.0,1,0.0,0.0,,,,,,False,Hurricane Francine,30000.0,0.0,225201,,"KENNER, CITY OF",97,,1,116795.0,0.0,A,False,0.0,,,False,LA,Currently Unavailable,70062,22051,22051028300,220510283003,30.0,-90.3,2f088848-cfea-4292-a5ea-fe360a06f8b2
False,2026-01-12T00:00:00.000Z,,1,,1980-03-15T00:00:00.000Z,False,,,,,False,,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1979-11-05T00:00:00.000Z,,,,False,1,False,35000,0,1980,False,,,0.0,,0,N,,,0.0,,0.0,,,4.0,0.0,False,,,0.0,065043,,,,19,1,,,,False,0.0,,,False,CA,Currently Unavailable,90265,06037,06037800408,060378004081,34.0,-118.8,cc4e4738-1cab-4498-ab15-576377d467d2
False,2026-01-12T00:00:00.000Z,1.0,1,,2013-12-23T00:00:00.000Z,False,,,,X,False,,,,2.0,False,,1,1961-01-01T00:00:00.000Z,2002-06-06T00:00:00.000Z,,,,False,7,False,250000,100000,2013,False,,F,0.0,,0,N,,F,0.0,,0.0,,,,0.0,False,,30000.0,0.0,130041,,,06,06,1,,,A,False,,,1.0,False,GA,Currently Unavailable,30236,13063,13063040614,130630406142,33.5,-84.3,006a2dc2-0745-4746-8b2c-037f03ecb057
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,3,1.0,-3.5,AE,False,3.0,-3.6,-2.5,1.0,False,,1,1948-01-01T00:00:00.000Z,2004-02-06T00:00:00.000Z,,,,False,B,False,164900,30000,2005,True,6500.0,F,0.0,114000.0,2,N,6500.0,F,0.0,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,0.0,225199,225199,JEFFERSON PARISH*,99,99,1,114000.0,0.0,R,False,1.0,AE,1.0,False,LA,Currently Unavailable,70003,22051,22051023500,220510235003,30.0,-90.2,fb5321c6-a427-4064-9cc3-61c528286589
False,2026-01-12T00:00:00.000Z,,1,,1995-01-03T00:00:00.000Z,False,,,,AO,False,,,,1.0,False,10.0,1,1980-01-01T00:00:00.000Z,1991-11-18T00:00:00.000Z,19142.46,0.0,0.0,True,1,False,168600,0,1995,False,14343.0,1,19142.46,106875.0,4,N,,0,0.0,,0.0,,,,0.0,False,,15000.0,0.0,060237,,,,,1,0.0,,R,False,0.0,,,False,CA,Currently Unavailable,92683,06059,06059099703,060590997033,33.7,-118.0,d6ad1036-7768-4348-acb2-476f6a9cc673
False,2026-01-12T00:00:00.000Z,0.0,1,,2018-12-26T00:00:00.000Z,False,2,,,AE,False,4.0,,,2.0,False,,1,1978-09-10T00:00:00.000Z,2014-10-24T00:00:00.000Z,72478.45,32434.56,0.0,False,1,False,202000,50000,2018,True,77478.0,5,72478.45,272859.0,4,N,37434.0,5,32434.56,73000.0,0.0,,,,0.0,False,,30000.0,0.0,481189,481189,WICHITA COUNTY*,,,0,369885.0,0.0,A,False,1.0,AE,1.0,False,TX,Currently Unavailable,76367,48485,48485013600,484850136006,33.9,-98.7,d72566b9-5748-40e6-9d74-a3f0bfce0a5c
False,2026-01-12T00:00:00.000Z,,1,,1998-01-25T00:00:00.000Z,True,,,,A99,False,3.0,,,1.0,False,10.0,1,1960-01-01T00:00:00.000Z,1997-11-09T00:00:00.000Z,33723.59,1194.54,0.0,False,1,False,125000,30000,1998,True,7976.0,1,33723.59,74090.0,4,N,1695.0,1,1194.54,0.0,0.0,,,,0.0,False,,30000.0,0.0,060237,,,,,1,119500.0,0.0,R,False,1.0,,,False,CA,Currently Unavailable,92683,06059,06059099222,060590992223,33.7,-118.0,c15b0c87-89fc-49fb-8f7a-cad2e7b6de1f
False,2026-01-12T00:00:00.000Z,,1,,1992-08-24T00:00:00.000Z,False,,1.0,,AHB,False,4.0,,,2.0,False,10.0,1,1975-07-01T00:00:00.000Z,1992-07-24T00:00:00.000Z,,,,True,1,False,137000,50000,1992,False,,0,0.0,,1,N,,0,0.0,,0.0,,564.0,,0.0,False,Hurricane Andrew,,0.0,120650,,,,06,1,,,,False,0.0,,,False,FL,Currently Unavailable,33186,12086,12086018600,120860186001,25.7,-80.4,f2366ad5-575d-4a99-a10e-a043eeac79c4
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,True,1,,,A08,False,,,,3.0,False,50.0,2,1930-01-01T00:00:00.000Z,2008-12-29T00:00:00.000Z,2270.1,0.0,0.0,False,1,False,75000,0,2012,False,3136.0,2,1135.05,81360.0,1,N,,0,0.0,,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345278,,,,,1,118511.0,,A,False,34.0,,,False,NJ,Currently Unavailable,08401,34001,34001000500,340010005001,39.4,-74.4,2f0ce855-f04a-4332-8cf8-463674eae097
False,2026-01-12T00:00:00.000Z,4.0,1,,2012-10-29T00:00:00.000Z,False,,,,AE,False,2.0,,,2.0,False,80.0,11,1974-07-01T00:00:00.000Z,1996-02-01T00:00:00.000Z,0.0,15500.0,0.0,False,RatingEngine,False,0,27000,2012,False,,,0.0,,1,N,18862.0,2,15500.0,0.0,0.0,,305.0,,0.0,False,Hurricane Sandy,,0.0,345279,345279,"AVALON, BOROUGH OF",,,1,,0.0,A,False,2.0,AE,8.0,False,NJ,Currently Unavailable,08202,34009,34009020902,340090209022,39.1,-74.7,af3a70a9-5f16-4e48-aabe-04a79e77579b
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,3,3.0,0.0,AE,False,4.0,0.4,2.6,2.0,False,,1,2001-10-02T00:00:00.000Z,2001-10-12T00:00:00.000Z,250000.0,69312.65,0.0,True,1,False,250000,100000,2005,True,250500.0,F,250000.0,318220.0,4,N,69813.0,F,69312.65,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,0.0,225199,225199,JEFFERSON PARISH*,,,1,321435.0,0.0,R,False,2.0,AE,,False,LA,Currently Unavailable,70005,22051,22051022600,220510226003,30.0,-90.1,a9200ed6-807a-4aa8-b416-136ba49c22a3
False,2026-01-12T00:00:00.000Z,,1,,2001-09-14T00:00:00.000Z,False,,,,VE,False,,,,1.0,False,,11,1962-07-15T00:00:00.000Z,2000-01-01T00:00:00.000Z,7906.71,0.0,0.0,False,RatingEngine,False,250000,0,2001,False,8907.0,A,7906.71,128700.0,4,N,,,0.0,,,,161.0,,0.0,False,Torrential rain,30000.0,0.0,125124,125124,LEE COUNTY*,20,,1,143000.0,,R,False,6.0,VE,1.0,False,FL,Currently Unavailable,33931,12071,12071060101,120710601011,26.5,-82.0,e219d404-5e44-4306-82d2-8c0045e4b447
False,2026-01-12T00:00:00.000Z,2.0,1,,2013-02-25T00:00:00.000Z,True,,,,A07,False,2.0,,,2.0,False,50.0,1,1969-01-01T00:00:00.000Z,2003-08-17T00:00:00.000Z,25151.14,0.0,0.0,False,1,False,62700,5600,2013,True,27151.0,2,25151.14,152399.0,4,N,1580.0,2,0.0,0.0,0.0,,,,0.0,False,,30000.0,0.0,120088,,,01,,1,165651.0,0.0,A,False,1.0,,1.0,False,FL,Currently Unavailable,32328,12037,12037970200,120379702002,29.7,-84.9,a946b4ca-d717-4446-87fb-d24beaa3c7c7
False,2026-01-12T00:00:00.000Z,,1,,1981-09-08T00:00:00.000Z,False,,,,,False,,,,3.0,False,10.0,3,1492-10-12T00:00:00.000Z,1979-06-08T00:00:00.000Z,,,,False,1,False,12100,0,1981,False,,,0.0,,4,N,,,0.0,,0.0,,,,0.0,False,,,0.0,360542,,,,06,1,,,,False,0.0,,,False,NY,Currently Unavailable,13440,36065,36065022000,360650220001,43.2,-75.5,1a710c06-22d7-46d6-8a3d-deab574240c6
False,2026-01-12T00:00:00.000Z,1.0,1,,2024-04-03T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,,11,1930-07-01T00:00:00.000Z,2000-01-01T00:00:00.000Z,5055.13,0.0,0.0,False,RatingEngine,False,150000,0,2024,True,7055.0,2,5055.13,171955.0,4,N,,,0.0,,0.0,,,,,False,,30000.0,0.0,420861,420861,"WASHINGTON, CITY OF",,,1,211804.0,,A,False,-8.0,AE,1.0,False,PA,Currently Unavailable,15301,42125,42125754200,421257542002,40.2,-80.2,9f079078-5d66-46c1-aa6c-f2fd04d08acc
False,2026-01-12T00:00:00.000Z,,1,,1983-09-19T00:00:00.000Z,False,1,,,A,False,,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1983-09-09T00:00:00.000Z,5132.92,0.0,0.0,False,1,False,46600,0,1983,False,6426.0,0,5132.92,60900.0,4,N,,,0.0,,0.0,,503.0,,0.0,False,Flooding,,0.0,480296,,,,,1,0.0,,A,False,1.0,,,False,TX,Currently Unavailable,77080,48201,48201521500,482015215004,29.8,-95.5,bb100bc1-22bf-47ec-98c3-efee139999fa
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,10.0,1,1974-07-01T00:00:00.000Z,1987-10-12T00:00:00.000Z,26940.35,9775.9,0.0,False,1,False,72300,15500,2005,True,27940.0,1,26940.35,109409.0,4,N,10776.0,1,9775.9,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,0.0,225199,,,,,1,110515.0,0.0,A,False,2.0,,,False,LA,Currently Unavailable,70072,22051,22051027701,220510277011,29.9,-90.1,6662859f-d0e0-4dcf-81f7-41475d382d1d
False,2026-01-12T00:00:00.000Z,,1,,1995-05-08T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,10.0,2,1974-07-01T00:00:00.000Z,1993-05-02T00:00:00.000Z,3248.68,0.0,0.0,False,1,False,27900,0,1995,False,4000.0,9,3248.68,26600.0,4,N,,,0.0,,0.0,,582.0,,0.0,False,Flooding,,0.0,225199,,,,,1,0.0,,A,False,0.0,,,False,LA,Currently Unavailable,70006,22051,22051020302,220510203022,30.0,-90.2,64fcfa77-25d1-4acc-964e-26783daab7d7
False,2026-01-12T00:00:00.000Z,,1,,2017-08-26T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,1,1969-01-01T00:00:00.000Z,2012-02-23T00:00:00.000Z,77736.12,0.0,0.0,False,1,False,80000,0,2017,True,79236.0,G,77736.12,123010.0,0,N,,,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480296,480296,"HOUSTON, CITY OF",,,1,173253.0,,A,False,1.0,AE,1.0,False,TX,Currently Unavailable,77088,48201,48201532700,482015327003,29.9,-95.5,a306a2ac-3935-4372-8fa7-67892244b272
False,2026-01-12T00:00:00.000Z,,1,,1987-12-31T00:00:00.000Z,False,,,,AH,False,3.0,,,1.0,False,10.0,1,1964-07-06T00:00:00.000Z,1987-10-28T00:00:00.000Z,2365.41,1780.7,0.0,False,1,False,83000,6400,1987,False,2900.0,0,2365.41,58000.0,2,N,2281.0,0,1780.7,10000.0,0.0,,877.0,,0.0,False,Flooding,,0.0,150001,,,,,1,0.0,0.0,A,False,1.0,,,False,HI,Currently Unavailable,96734,15003,15003010903,150030109031,21.4,-157.7,2afba608-f57f-4234-bffe-10b9b7b5a5ad
False,2026-01-12T00:00:00.000Z,2.0,79,8.0,2011-08-28T00:00:00.000Z,True,,,,X,False,3.0,,,3.0,False,54.0,3,1975-01-01T00:00:00.000Z,2004-06-03T00:00:00.000Z,25959.61,0.0,0.0,True,1,False,12375000,0,2011,False,26959.0,1,25959.61,7348602.0,1,H,,,0.0,,0.0,,283.0,,0.0,False,Hurricane Irene,30000.0,0.0,365338,365338,"LONG BEACH, CITY OF",,,79,10968063.0,,R,False,1.0,AE,1.0,False,NY,Currently Unavailable,11561,36059,36059416802,360594168021,40.6,-73.6,a0f78fe2-57eb-4653-b144-845975090fa0
False,2026-01-12T00:00:00.000Z,,1,,2000-10-04T00:00:00.000Z,False,3,4.0,12.0,AHB,False,3.0,13.8,15.9,1.0,False,,1,1988-10-10T00:00:00.000Z,2000-06-19T00:00:00.000Z,,,,True,1,False,250000,88100,2000,True,,1,0.0,,4,N,,1,0.0,,0.0,,145.0,,0.0,False,Flooding,30000.0,0.0,120033,,,97,97,1,,,A,False,0.0,,,False,FL,Currently Unavailable,33065,12011,12011020309,120110203091,26.3,-80.2,27bbd86f-004b-4f2f-a133-829a71aeda6b
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-27T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1981-01-01T00:00:00.000Z,2012-06-04T00:00:00.000Z,31575.92,9949.16,0.0,False,RatingEngine,False,125000,50000,2017,True,32826.0,2,31575.92,104415.0,0,N,11199.0,1,9949.16,62800.0,,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480483,480483,MONTGOMERY COUNTY*,,,1,145021.0,0.0,R,False,1.0,X,1.0,False,TX,Currently Unavailable,77385,48339,48339692003,483396920031,30.2,-95.4,ffe688d2-25c6-44e5-afbe-77552d6dfd5b
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,False,,,,B,False,3.0,,,1.0,False,,1,1974-01-01T00:00:00.000Z,2011-06-24T00:00:00.000Z,13190.8,0.0,0.0,False,7,False,250000,100000,2012,True,14191.0,F,13190.8,120353.0,4,N,,F,0.0,,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345313,345313,"POINT PLEASANT, BOROUGH OF",20,,1,150441.0,,A,False,0.0,B,1.0,False,NJ,Currently Unavailable,08742,34029,34029711400,340297114004,40.1,-74.1,58c6a867-24e4-43ee-b6c9-ce4f10c525a6
False,2026-01-12T00:00:00.000Z,0.0,1,,2024-09-26T00:00:00.000Z,False,,1.0,8.0,AE,False,3.0,3.8,9.0,2.0,False,,11,1998-02-15T00:00:00.000Z,2018-08-20T00:00:00.000Z,6434.99,0.0,0.0,True,RatingEngine,False,250000,100000,2024,True,10444.0,5,6434.99,452681.0,1,N,674.0,5,0.0,92000.0,0.0,FL0124,,,0.0,False,Hurricane Helene,30000.0,0.0,125089,125089,"BELLEAIR BEACH, CITY OF",,,1,542324.0,100000.0,R,False,0.0,AE,1.0,False,FL,Currently Unavailable,33786,12103,12103027605,121030276051,27.9,-82.8,0ec1fe2b-5393-4ef5-a252-0875444ff4d8
False,2026-01-12T00:00:00.000Z,,1,,2000-10-03T00:00:00.000Z,False,3,1.0,7.5,A,False,3.0,,8.6,1.0,False,10.0,1,1974-12-31T00:00:00.000Z,1993-02-25T00:00:00.000Z,,,,False,1,False,104000,10000,2000,True,,0,0.0,,0,N,,0,0.0,,0.0,,145.0,,0.0,False,Flooding,20000.0,0.0,120635,,,06,06,1,,,A,False,0.0,,,False,FL,Currently Unavailable,33016,12086,12086012800,120860128003,25.9,-80.3,a9fcd74c-632f-4540-aa7d-dae037e37b6f
False,2026-01-12T00:00:00.000Z,,1,,1996-10-07T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,10.0,1,1951-02-15T00:00:00.000Z,1994-07-23T00:00:00.000Z,7373.76,3266.84,0.0,False,1,False,22100,10000,1996,True,7498.0,1,7373.76,16000.0,2,N,4017.0,1,3266.84,0.0,0.0,,595.0,,0.0,False,Hurricane Josephine,15000.0,0.0,120232,,,,,1,20300.0,0.0,R,False,1.0,,,False,FL,Currently Unavailable,34652,12101,12101030901,121010309013,28.3,-82.7,2ed24110-645f-4f31-bcfa-318a856eceb5
False,2026-01-12T00:00:00.000Z,,1,,2003-09-18T00:00:00.000Z,True,,4.0,5.0,AE,False,3.0,5.3,10.2,1.0,False,10.0,11,2003-02-07T00:00:00.000Z,2003-05-25T00:00:00.000Z,0.0,3685.14,0.0,True,RatingEngine,False,250000,100000,2003,True,,F,0.0,,3,N,4200.0,1,3685.14,0.0,,,639.0,,0.0,False,Hurricane Isabel,30000.0,0.0,370181,370181,PAMLICO COUNTY*,,,1,,0.0,R,False,3.0,AE,1.0,False,NC,Currently Unavailable,28556,37137,37137950202,371379502022,35.1,-76.6,f19453e1-b7bf-47c6-93b0-5f6b30ad25e7
False,2026-01-12T00:00:00.000Z,0.0,1,,2022-09-28T00:00:00.000Z,False,,0.0,6.8,AE,False,3.0,2.8,6.9,3.0,False,,16,1997-01-01T00:00:00.000Z,2020-02-06T00:00:00.000Z,0.0,0.0,0.0,True,RatingEngine,False,0,59000,2022,True,,,0.0,,0,U,0.0,A,0.0,47500.0,,FL0222,,,,False,Hurricane Ian,,0.0,120402,120402,"SANIBEL, CITY OF",06,,6,,0.0,A,False,,AE,1.0,False,FL,Currently Unavailable,33957,12071,12071080204,120710802043,26.5,-82.2,04e3b8bd-e602-4159-b46a-05f0c82f6fe2
False,2026-01-12T00:00:00.000Z,,1,,1993-03-13T00:00:00.000Z,False,,,,A12,False,3.0,,,1.0,False,10.0,1,1935-03-09T00:00:00.000Z,1987-02-21T00:00:00.000Z,1478.0,1445.0,0.0,False,1,False,137000,66200,1993,False,2228.0,9,1478.0,87000.0,1,N,2195.0,9,1445.0,0.0,0.0,,950.0,,0.0,False,Blizzard of 1993,15000.0,0.0,125096,,,,,1,0.0,0.0,R,False,1.0,,,False,FL,Currently Unavailable,34630,12103,12103026002,121030260021,28.0,-82.8,0ca68685-fa4b-4738-ba60-89aa0f6cddd7
False,2026-01-12T00:00:00.000Z,,5,,1999-10-15T00:00:00.000Z,False,,1.0,11.0,AHB,False,,,11.8,1.0,False,10.0,3,1979-05-01T00:00:00.000Z,1994-11-30T00:00:00.000Z,,,,True,1,False,312000,0,1999,False,5000.0,5,0.0,500000.0,4,L,,0,0.0,,0.0,,631.0,,0.0,False,Hurricane Irene,15000.0,0.0,120058,,,,01,5,500000.0,,A,False,0.0,,,False,FL,Currently Unavailable,33321,12011,12011060111,120110601112,26.2,-80.3,61814b37-e967-401e-8e4b-555832e686b4
False,2026-01-12T00:00:00.000Z,4.0,1,,2012-10-29T00:00:00.000Z,False,2,,,VE,False,,,,2.0,False,,1,1966-02-01T00:00:00.000Z,2011-10-24T00:00:00.000Z,250000.0,18000.0,0.0,False,1,False,250000,18000,2012,True,255000.0,5,250000.0,261675.0,1,N,25033.0,5,18000.0,0.0,0.0,,306.0,,0.0,False,Hurricane Sandy,30000.0,0.0,360798,,,,,1,283053.0,0.0,R,False,5.0,,1.0,False,NY,Currently Unavailable,11757,36103,36103124200,361031242005,40.7,-73.4,99719dd9-3e1e-41bb-842d-0eed296af73a
False,2026-01-12T00:00:00.000Z,0.0,1,,2019-05-12T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1973-06-01T00:00:00.000Z,2003-11-30T00:00:00.000Z,,,,False,RatingEngine,False,250000,100000,2019,True,,2,0.0,,0,N,,1,0.0,,,,,,0.0,False,,30000.0,0.0,225203,225203,NEW ORLEANS/ORLEANS PARISH*,06,06,1,,,A,False,0.0,X,1.0,False,LA,Currently Unavailable,70127,22071,22071001723,220710017232,30.0,-90.0,6e0de12f-0457-4e29-bd05-5538792ca581
False,2026-01-12T00:00:00.000Z,4.0,1,,2012-10-29T00:00:00.000Z,False,3,-4.0,9.0,AE,False,,4.7,4.5,3.0,False,80.0,1,1940-03-15T00:00:00.000Z,2005-03-02T00:00:00.000Z,94756.66,0.0,0.0,False,W,False,250000,0,2012,False,95757.0,2,94756.66,129322.0,1,N,,0,0.0,,0.0,,306.0,,0.0,False,Hurricane Sandy,30000.0,0.0,360471,360471,"ISLAND PARK, VILLAGE OF",,,1,161655.0,,A,False,12.0,AE,,False,NY,Currently Unavailable,11558,36059,36059416202,360594162024,40.6,-73.7,f85272a5-77f0-4733-b9ab-ae7a2273bc50
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,False,,,,A05,False,,,,1.0,False,,2,1974-12-30T00:00:00.000Z,2011-01-18T00:00:00.000Z,96522.98,0.0,0.0,False,1,False,250000,0,2012,False,98523.0,2,96522.98,205919.0,4,N,,,0.0,,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345303,,,,,1,248095.0,,A,False,5.0,,1.0,False,NJ,Currently Unavailable,08736,34025,34025809302,340258093021,40.1,-74.0,4c0992db-7a2f-47e0-a69b-9a426deb3f98
False,2026-01-12T00:00:00.000Z,,1,,1992-08-24T00:00:00.000Z,False,2,,,AE,False,3.0,,,1.0,False,10.0,1,1970-01-01T00:00:00.000Z,1991-07-10T00:00:00.000Z,67149.05,19966.37,0.0,False,1,False,185000,60000,1992,False,71043.0,9,67149.05,297000.0,1,N,29000.0,9,19966.37,0.0,0.0,,564.0,,0.0,False,Hurricane Andrew,,0.0,125098,,,,,1,0.0,0.0,A,False,16.0,,,False,FL,Currently Unavailable,33149,12086,12086004607,120860046071,25.7,-80.2,abd97f53-5f86-481c-bc47-6645356285fb
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-26T00:00:00.000Z,False,1,,,AE,False,3.0,,,1.0,False,,11,2000-05-01T00:00:00.000Z,2002-06-27T00:00:00.000Z,17220.09,0.0,0.0,True,RatingEngine,False,41000,9000,2017,True,18220.0,1,17220.09,85534.0,4,N,,1,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480296,480296,"HOUSTON, CITY OF",97,,1,106918.0,,A,False,1.0,AE,,False,TX,Currently Unavailable,77093,48201,48201222000,482012220001,29.9,-95.3,76e5a69a-e4f9-4393-b961-dcd137afb7eb
False,2026-01-12T00:00:00.000Z,2.0,1,,2011-09-08T00:00:00.000Z,False,,,,A13,False,,,,3.0,False,,2,1977-02-01T00:00:00.000Z,2001-11-30T00:00:00.000Z,10000.0,0.0,0.0,False,1,False,11000,0,2011,False,12000.0,2,10000.0,15230.0,2,N,,0,0.0,,0.0,,293.0,,0.0,False,Tropical Storm Lee,30000.0,0.0,420831,,,,,1,152301.0,,A,False,1.0,,1.0,False,PA,Currently Unavailable,17837,42119,42119090700,421190907001,41.0,-76.9,a7223568-bcf2-4b68-94b8-90d2005ad859
False,2026-01-12T00:00:00.000Z,0.0,1,,2016-08-13T00:00:00.000Z,False,,,,AE,False,3.0,,,1.0,False,,11,1968-03-05T00:00:00.000Z,2010-06-03T00:00:00.000Z,54341.19,20000.0,0.0,False,RatingEngine,False,149000,20000,2016,True,56341.0,2,54341.19,99750.0,0,N,43241.0,2,20000.0,60000.0,,,679.0,,0.0,False,Mid-summer severe storms,30000.0,0.0,220058,220058,EAST BATON ROUGE PARISH,,,1,114359.0,0.0,R,False,3.0,AE,1.0,False,LA,Currently Unavailable,70819,22033,22033004503,220330045033,30.5,-91.0,5fff109e-759e-4aba-a2d5-a91db2fdc6d3
False,2026-01-12T00:00:00.000Z,,1,,2024-09-26T00:00:00.000Z,False,,,,AE,False,,6.0,6.3,2.0,False,,11,1977-07-01T00:00:00.000Z,2023-05-31T00:00:00.000Z,37823.91,0.0,0.0,False,RatingEngine,False,250000,0,2024,True,42824.0,5,37823.91,380156.0,4,N,,,0.0,,,FL0124,,,,False,Hurricane Helene,30000.0,0.0,125096,,"CLEARWATER, CITY OF",,,1,678550.0,,A,False,3.0,,,False,FL,Currently Unavailable,33767,12103,12103026001,121030260012,28.0,-82.8,2c51d8c9-4caf-4734-a9d5-001d0657cb05
False,2026-01-12T00:00:00.000Z,0.0,1,,2021-12-08T00:00:00.000Z,False,,,,AE,False,3.0,,,1.0,False,,11,1993-06-25T00:00:00.000Z,2017-03-10T00:00:00.000Z,31571.91,0.0,0.0,True,RatingEngine,False,207000,30000,2021,True,36572.0,5,31571.91,128000.0,4,N,,5,0.0,,,,,,,False,,30000.0,0.0,285259,285259,"OCEAN SPRINGS, CITY OF",97,,1,128000.0,,R,False,0.0,AE,1.0,False,MS,Currently Unavailable,39564,28059,28059040600,280590406005,30.4,-88.8,2af56a00-fdec-40d7-b9db-6dc5ca69033e
False,2026-01-12T00:00:00.000Z,2.0,1,,2007-08-22T00:00:00.000Z,False,,,,AE,False,,,,3.0,False,,4,1900-01-01T00:00:00.000Z,2006-08-23T00:00:00.000Z,13310.92,0.0,0.0,False,1,False,115000,0,2007,False,14311.0,1,13310.92,159391.0,4,N,,0,0.0,,0.0,,,,0.0,False,,30000.0,0.0,390244,,,,,1,161002.0,,A,False,1.0,,,False,OH,Currently Unavailable,45840,39063,39063000800,390630008001,41.0,-83.6,23681b77-6624-425c-a30c-5330fed46bd8
