agricultureStructureIndicator,baseFloodElevation,basementEnclosureCrawlspaceType,cancellationDateOfFloodPolicy,condominiumCoverageTypeCode,construction,crsClassCode,buildingDeductibleCode,contentsDeductibleCode,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,federalPolicyFee,ratedFloodZone,hfiaaSurcharge,houseOfWorshipIndicator,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,nonProfitIndicator,numberOfFloorsInInsuredBuilding,obstructionType,occupancyType,originalConstructionDate,originalNBDate,policyCost,policyCount,policyEffectiveDate,policyTerminationDate,policyTermIndicator,postFIRMConstructionIndicator,primaryResidenceIndicator,rateMethod,regularEmergencyProgramIndicator,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,totalInsurancePremiumOfThePolicy,cancellationVoidanceReasonCode,subsidizedRateType,iccPremium,reserveFundAssessment,communityProbationSurcharge,premiumPaymentIndicator,buildingReplacementCost,basicBuildingRate,additionalBuildingRate,basicContentsRate,AdditionalContentsRate,enclosureTypeCode,buildingDescriptionCode,insuranceToValueCode,postFirmVzoneIndicator,floodproofedIndicator,waitingPeriodType,rolloverTransferCode,endorsementEffectiveDate,propertyPurchaseDate,rentalPropertyIndicator,tenantIndicator,stateOwnedIndicator,disasterAssistanceCoverageRequiredCode,mandatoryPurchaseFlag,grandfatheringTypeCode,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,programTypeIndicator,mapPanelNumber,mapPanelSuffix,floodZoneCurrent,femaRegion,propertyState,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,,,,False,2,,11,1983-01-01T00:00:00.000Z,2025-03-26T00:00:00.000Z,437,1,2025-03-26T00:00:00.000Z,2026-03-26T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,309,,,6.0,56,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,510104,510104,"NORFOLK, CITY OF",False,,,,3.0,VA,Currently Unavailable,23504,51710,51710003501,517100035014,36.9,-76.3,9aa88455-2d25-4b80-9922-74beafe3a190
False,,,,N,False,,F,1,False,,,47,AE,250,False,,,,False,2,,11,1965-01-01T00:00:00.000Z,2025-06-09T00:00:00.000Z,2644,1,2025-06-09T00:00:00.000Z,2026-06-09T00:00:00.000Z,1,False,False,RatingEngine,R,True,250000,25000,1989,,,37.0,358,,2,,,,,,,,,False,False,S,N,,,True,True,False,,False,,130019,130019,BULLOCH COUNTY*,False,,,,4.0,GA,Currently Unavailable,30458,13031,13031110301,130311103012,32.4,-81.9,046e30b4-7095-4422-b854-efac2b549e75
False,,,2025-09-18T00:00:00.000Z,N,False,,A,,False,,,47,A,25,False,,190.2,195.7,False,1,,11,1976-01-01T00:00:00.000Z,2025-04-11T00:00:00.000Z,1836,1,2025-04-11T00:00:00.000Z,2026-04-11T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,1495,28,,28.0,269,,1,,,,,,,,,False,False,C,N,2025-04-11T00:00:00.000Z,,False,False,False,,False,,220362,220362,CLAIBORNE PARISH*,False,,,,6.0,LA,Currently Unavailable,71040,22027,22027950100,220279501004,32.8,-93.0,e207f428-2d59-4bde-a5d2-04a5a37eae86
False,,,,N,False,6.0,2,,False,,,47,X,25,False,,,,False,1,,11,1931-01-01T00:00:00.000Z,2025-01-11T00:00:00.000Z,1120,1,2025-01-11T00:00:00.000Z,2026-01-11T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,888,,,19.0,160,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,125105,125105,"FORT LAUDERDALE, CITY OF",False,,,,4.0,FL,Currently Unavailable,33301,12011,12011041802,120110418022,26.1,-80.1,ee63f810-8986-42b3-a177-18816f982fc7
False,,,,N,False,8.0,F,1,False,,,47,X,250,False,,,,False,1,,11,1942-01-01T00:00:00.000Z,2024-12-16T00:00:00.000Z,1104,1,2025-12-16T00:00:00.000Z,2026-12-16T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,100000,684,,,15.0,123,,1,,,,,,,,,False,False,N,N,,,False,False,False,,False,,225203,225203,NEW ORLEANS/ORLEANS PARISH*,False,,,,6.0,LA,Currently Unavailable,70130,22071,22071008300,220710083001,29.9,-90.1,5fb9139b-fc15-478b-9f1b-b95072fc962c
False,,,2025-05-25T00:00:00.000Z,N,False,6.0,A,,False,,,47,AE,25,False,,,,False,5,,14,2004-07-15T00:00:00.000Z,2025-05-25T00:00:00.000Z,848,1,2025-05-25T00:00:00.000Z,2026-05-25T00:00:00.000Z,1,False,True,RatingEngine,R,False,175000,0,658,60,,14.0,118,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,040077,040077,PINAL COUNTY*,False,,,,9.0,AZ,Currently Unavailable,85194,04021,04021001200,040210012001,32.9,-111.6,e67172d7-c4e4-4eb5-a2cb-ccd43fba0eba
False,,,,N,False,8.0,1,1,False,,,47,X,25,False,,,,False,1,,11,1978-01-01T00:00:00.000Z,2025-06-01T00:00:00.000Z,526,1,2025-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,1,False,True,RatingEngine,R,False,100000,25000,385,,,8.0,69,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,480184,480184,"RICHARDSON, CITY OF",False,,,,6.0,TX,Currently Unavailable,75080,48113,48113019205,481130192051,33.0,-96.8,5f8cc80a-8961-4c5d-8850-78f85eea42fd
False,,,,N,False,9.0,F,F,False,,,47,A,250,False,,,,False,1,,18,2000-01-01T00:00:00.000Z,2024-01-27T00:00:00.000Z,688,1,2025-01-27T00:00:00.000Z,2026-01-27T00:00:00.000Z,1,False,False,RatingEngine,R,True,248000,58000,331,,,7.0,60,,2,,,,,,,,,False,False,N,T,,,False,False,False,,False,,220361,220361,CADDO PARISH*,False,,,,6.0,LA,Currently Unavailable,71107,22017,22017024800,220170248001,32.7,-93.9,d635e3cf-b566-4683-84b3-176cd79e981a
False,,,,N,False,,5,,False,,,47,AE,250,False,,,,False,1,,18,1950-07-01T00:00:00.000Z,2025-04-11T00:00:00.000Z,1215,1,2025-04-11T00:00:00.000Z,2026-04-11T00:00:00.000Z,1,False,False,RatingEngine,R,True,55000,0,778,,,30.0,140,,2,,,,,,,,,False,False,C,N,2025-04-11T00:00:00.000Z,,False,False,False,,False,,390214,390214,"EVENDALE, VILLAGE OF",False,,,,5.0,OH,Currently Unavailable,45241,39061,39061023100,390610231001,39.2,-84.4,48dadb19-54f0-406a-b471-159c5a8c0a51
False,,,,L,False,,H,H,False,,,0,A,0,False,,,,False,1,,15,,2025-04-25T00:00:00.000Z,2400,1,2025-04-25T00:00:00.000Z,2028-04-25T00:00:00.000Z,3,False,False,G,R,False,89600,0,2400,,,,0,,2,,,,,,,,,False,False,S,N,2025-10-01T00:00:00.000Z,,False,False,False,,False,,210166,210166,MARTIN COUNTY*,False,,,,,KY,Currently Unavailable,41231,21000,,,,,6a3a9e6a-73c2-4057-8ede-86cf02319dca
False,,,2025-01-09T00:00:00.000Z,N,False,,2,,False,,,47,AO,25,False,,,,False,1,,11,1958-12-31T00:00:00.000Z,2025-01-09T00:00:00.000Z,1168,1,2025-01-09T00:00:00.000Z,2026-01-09T00:00:00.000Z,1,False,True,RatingEngine,R,False,210000,0,929,22,,17.0,167,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,440007,440007,"WEST WARWICK, TOWN OF",False,,,,1.0,RI,Currently Unavailable,02893,44003,44003020102,440030201023,41.7,-71.5,abc16ac8-4326-4688-b877-655f0be7785a
False,,,,N,False,7.0,F,1,False,,,47,X,250,False,,,,False,1,,11,1982-01-01T00:00:00.000Z,2025-06-07T00:00:00.000Z,671,1,2025-06-07T00:00:00.000Z,2026-06-07T00:00:00.000Z,1,False,False,RatingEngine,R,False,238000,12000,317,,,7.0,57,,1,,,,,,,,,False,False,S,N,,,True,False,False,,False,,120313,120313,"PORT ORANGE, CITY OF",False,,,,4.0,FL,Currently Unavailable,32127,12127,12127082509,121270825092,29.1,-81.0,de2d22f9-dcd8-4add-aa3b-fea91ee2ed93
False,,,,N,False,5.0,5,,False,,,47,X,25,False,,,,False,1,,11,1953-12-31T00:00:00.000Z,2025-06-19T00:00:00.000Z,1132,1,2025-06-19T00:00:00.000Z,2026-06-19T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,898,,,24.0,162,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,120635,120635,MIAMI-DADE COUNTY*,False,,,,4.0,FL,Currently Unavailable,33143,12086,12086007610,120860076102,25.7,-80.3,b5202e71-b10e-4caa-babc-0a2b4fc0c7c6
False,,,,N,False,6.0,F,1,False,,,47,X,25,False,,,,False,1,,11,2010-01-01T00:00:00.000Z,2025-03-10T00:00:00.000Z,517,1,2025-03-10T00:00:00.000Z,2026-03-10T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,377,,,8.0,68,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,120230,120230,PASCO COUNTY *,False,,,,4.0,FL,Currently Unavailable,34655,12101,12101031601,121010316012,28.2,-82.6,f080d3df-5ede-4b07-af7a-b2570dcf328b
False,,,,U,False,6.0,2,2,False,,,47,AE,250,False,,9.2,10.0,False,1,,16,1978-07-01T00:00:00.000Z,2025-04-25T00:00:00.000Z,1273,1,2025-04-25T00:00:00.000Z,2026-04-25T00:00:00.000Z,1,False,False,RatingEngine,R,False,115000,20000,827,,,,149,,1,,,,,,,,,False,False,S,N,2025-04-25T00:00:00.000Z,,False,False,False,,False,,120153,120153,MANATEE COUNTY *,False,,,,4.0,FL,Currently Unavailable,34210,12081,12081001108,120810011081,27.5,-82.7,6c342893-e968-452c-8205-a451fb0646cb
False,,,,N,False,7.0,5,,False,,,47,AE,250,False,,,,False,1,,11,1936-01-01T00:00:00.000Z,2024-12-11T00:00:00.000Z,1722,1,2025-12-11T00:00:00.000Z,2026-12-11T00:00:00.000Z,1,False,False,RatingEngine,R,True,166000,0,1208,,,29.0,217,,1,,,,,,,,,False,False,,N,,,True,False,False,,False,,485487,485487,"LA PORTE, CITY OF",False,,,,6.0,TX,Currently Unavailable,77571,48201,48201343700,482013437003,29.6,-95.0,eb1ca384-f846-4782-a4b6-a336b2c45ae2
False,,,,N,False,,2,1,False,,,47,AE,25,False,,,,False,1,,11,1957-01-01T00:00:00.000Z,2025-04-06T00:00:00.000Z,2030,1,2025-04-06T00:00:00.000Z,2026-04-06T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1659,,,31.0,299,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,361013,361013,"LOCKPORT, TOWN OF",False,,,,2.0,NY,Currently Unavailable,14094,36063,36063023401,360630234011,43.1,-78.7,e7af89f4-5807-4c12-851a-9e4ee28ff527
False,,,,N,False,4.0,F,,False,,,47,AE,250,False,,464.3,464.3,False,2,,18,1970-07-01T00:00:00.000Z,2024-05-15T00:00:00.000Z,1722,1,2025-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,1,False,False,RatingEngine,R,False,500000,0,1208,,,33.0,217,,2,,,,,,,,,False,False,N,R,2025-05-15T00:00:00.000Z,,False,False,False,,False,,210120,210120,METRO. GOVT. OF LOUISVILLE AND JEFFERSON COUNTY,False,,,,4.0,KY,Currently Unavailable,40219,21111,21111011406,211110114063,38.2,-85.7,dc2ae1bb-3775-4807-9ccb-69ff7dd29b45
False,,,,N,True,,5,,False,,,47,X,250,False,,,,False,1,,18,2024-02-17T00:00:00.000Z,2025-04-28T00:00:00.000Z,791,1,2025-04-28T00:00:00.000Z,2026-04-28T00:00:00.000Z,1,False,False,RatingEngine,R,True,25000,0,419,,,8.0,75,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,220173,220173,"OPELOUSAS, CITY OF",False,,,,6.0,LA,Currently Unavailable,70570,22097,22097961302,220979613025,30.5,-92.1,a047d89a-26ce-45f2-b594-a17b1bc9e45d
False,,,,N,False,6.0,F,,False,,,47,A,250,False,,,,False,1,,18,1987-07-01T00:00:00.000Z,2025-05-02T00:00:00.000Z,891,1,2025-05-02T00:00:00.000Z,2026-05-02T00:00:00.000Z,1,False,False,RatingEngine,R,True,154000,0,503,,,11.0,91,,2,,,,,,,,,False,False,S,N,2025-05-02T00:00:00.000Z,,False,False,False,,False,,400233,400233,"DEL CITY, CITY OF",False,,,,6.0,OK,Currently Unavailable,73115,40109,40109107806,401091078061,35.5,-97.5,0702be20-fd28-40c6-aba9-9913f753df20
False,,,,N,False,9.0,1,1,False,,,47,X,25,False,,,,False,1,,11,2001-04-02T00:00:00.000Z,2025-03-31T00:00:00.000Z,946,1,2025-03-31T00:00:00.000Z,2026-03-31T00:00:00.000Z,1,False,True,RatingEngine,R,False,50000,20000,741,,,14.0,133,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,220040,220040,"LAKE CHARLES, CITY OF",False,,,,6.0,LA,Currently Unavailable,70605,22019,22019001908,220190019082,30.2,-93.3,f0c9998d-7d40-402a-aeb6-efce67380feb
False,,,2025-01-03T00:00:00.000Z,N,False,3.0,F,1,False,,,47,A99,25,False,,,,False,2,,11,2024-12-03T00:00:00.000Z,2025-01-03T00:00:00.000Z,472,1,2025-01-03T00:00:00.000Z,2026-01-03T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,339,22,,8.0,61,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,060266,060266,"SACRAMENTO, CITY OF",False,,,,9.0,CA,Currently Unavailable,95835,06067,06067007101,060670071011,38.7,-121.5,5f0c6340-bbe0-4f03-af31-8befc0f91c98
False,,,,L,False,6.0,H,H,False,,,0,A,0,False,,,,False,1,,15,,2025-04-20T00:00:00.000Z,2400,1,2025-04-20T00:00:00.000Z,2027-11-27T00:00:00.000Z,2,False,False,G,R,False,89600,0,2400,,,,0,,2,,,,,,,,,False,False,S,N,2025-10-01T00:00:00.000Z,,False,False,False,,False,,125144,125144,SARASOTA COUNTY *,False,,,,,FL,Currently Unavailable,34242,12000,,,,,f230adb7-16d0-439c-a165-570cfe7a1185
False,,,,U,False,8.0,1,1,False,,,47,X,25,False,,,,False,3,,16,2015-01-01T00:00:00.000Z,2025-05-30T00:00:00.000Z,453,1,2025-05-30T00:00:00.000Z,2026-05-30T00:00:00.000Z,1,False,True,RatingEngine,R,False,50000,30000,323,,,,58,,2,,,,,,,,,False,False,N,N,2025-05-30T00:00:00.000Z,,False,False,False,,False,,125152,125152,"TITUSVILLE, CITY OF",False,,,,4.0,FL,Currently Unavailable,32780,12009,12009061001,120090610013,28.6,-80.8,44384a2e-f2d7-4636-98d2-81870490a5f7
False,,,2025-03-16T00:00:00.000Z,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,1987-01-15T00:00:00.000Z,2025-03-16T00:00:00.000Z,719,1,2025-03-16T00:00:00.000Z,2026-03-16T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,548,60,,11.0,99,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,130100,130100,"LILBURN, CITY OF",False,,,,4.0,GA,Currently Unavailable,30047,13135,13135050461,131350504612,33.9,-84.1,cfe5e6ff-8a43-490a-a3b2-7f62a91b7ff1
False,,,,N,False,,2,,False,,,47,AE,25,False,,,,False,1,,11,1960-01-01T00:00:00.000Z,2025-03-14T00:00:00.000Z,688,1,2025-03-14T00:00:00.000Z,2026-03-14T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,522,,,10.0,94,,1,,,,,,,,,False,False,C,N,2025-04-10T00:00:00.000Z,,False,False,False,,False,,100038,100038,"SELBYVILLE, TOWN OF",False,,,,3.0,DE,Currently Unavailable,19975,10005,10005051400,100050514003,38.5,-75.2,e905c9af-e938-4636-8b63-280b95320b3f
False,,,,N,False,,F,1,False,,,47,A,250,False,,,,False,2,,11,2023-01-01T00:00:00.000Z,2025-04-01T00:00:00.000Z,2885,1,2025-04-01T00:00:00.000Z,2026-04-01T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,100000,2193,,,43.0,395,,2,,,,,,,,,False,False,C,N,2025-04-11T00:00:00.000Z,,False,False,False,,False,,130417,130417,WAYNE COUNTY *,False,,,,4.0,GA,Currently Unavailable,31545,13305,13305970100,133059701002,31.8,-82.0,d55155fa-1120-454b-9e8e-97224fd4a59e
False,,,2025-05-21T00:00:00.000Z,U,False,4.0,1,1,False,,,47,AE,25,False,,,,False,1,,16,2013-01-01T00:00:00.000Z,2025-05-21T00:00:00.000Z,940,1,2025-05-21T00:00:00.000Z,2026-05-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,35000,8000,736,22,,,132,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,120218,120218,"CUTLER BAY, TOWN OF",False,,,,4.0,FL,Currently Unavailable,33190,12086,12086010625,120860106251,25.6,-80.3,73c2c3f1-152d-4ed4-be19-31d3b14d3d82
False,,,,N,True,6.0,A,,False,,,47,AE,250,False,,,,False,1,,11,1969-01-01T00:00:00.000Z,2025-05-02T00:00:00.000Z,5231,1,2025-05-02T00:00:00.000Z,2026-05-02T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,4181,,,75.0,753,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,125096,125096,"CLEARWATER, CITY OF",False,,,,4.0,FL,Currently Unavailable,33767,12103,12103026001,121030260011,28.0,-82.8,32351ab4-0f66-4d35-b846-87484c5e250e
False,,,,N,False,6.0,F,1,False,,,47,AE,25,False,,,,False,5,,14,1993-07-01T00:00:00.000Z,2025-05-01T00:00:00.000Z,3509,1,2025-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,1,False,True,RatingEngine,R,False,135000,39000,2913,,,54.0,524,,1,,,,,,,,,False,False,S,N,2025-05-01T00:00:00.000Z,,False,False,False,,False,,125144,125144,SARASOTA COUNTY *,False,,,,4.0,FL,Currently Unavailable,34287,12115,12115002724,121150027241,27.0,-82.3,e37cb52b-f31e-4916-85c7-444bf6c8c27b
False,,,,N,False,8.0,F,,False,,,47,AE,250,False,,,,False,1,,18,1980-01-01T00:00:00.000Z,2025-05-07T00:00:00.000Z,1371,1,2025-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,1,False,False,RatingEngine,R,False,170000,0,910,,,19.0,164,,2,,,,,,,,,False,False,S,N,2025-05-07T00:00:00.000Z,,False,False,False,,False,,450089,450089,GREENVILLE COUNTY *,False,,,,4.0,SC,Currently Unavailable,29690,45045,45045004003,450450040031,35.1,-82.4,80187538-73ab-40a8-aecb-dc0d2df5400d
False,,,,N,False,7.0,A,,False,,,47,AE,25,False,,,,False,1,,11,1990-01-01T00:00:00.000Z,2025-04-21T00:00:00.000Z,1705,1,2025-04-21T00:00:00.000Z,2026-04-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,1384,,,30.0,249,,2,,,,,,,,,False,False,C,N,2025-07-24T00:00:00.000Z,,False,False,False,,False,,220164,220164,ST. JOHN THE BAPTIST PARISH*,False,,,,6.0,LA,Currently Unavailable,70068,22095,22095070200,220950702003,30.1,-90.5,553320c8-dc1c-4140-9198-6a08e7970db6
False,,,,N,False,9.0,F,1,False,,,47,AE,250,False,,,,False,2,,11,1960-01-01T00:00:00.000Z,2025-06-21T00:00:00.000Z,4119,1,2025-06-21T00:00:00.000Z,2026-06-21T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,5000,3239,,,63.0,583,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,330141,330141,"RYE, TOWN OF",False,,,,1.0,NH,Currently Unavailable,03870,33015,33015071002,330150710022,43.0,-70.7,dae050f8-6102-4286-baa3-aa26dc96585c
False,,,,N,False,7.0,2,,False,,,47,AE,25,False,,6.3,12.7,False,2,,11,2018-07-01T00:00:00.000Z,2025-07-26T00:00:00.000Z,760,1,2025-07-26T00:00:00.000Z,2026-07-26T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,583,,,75.0,105,,2,,,,,,,,,False,False,N,R,2025-07-26T00:00:00.000Z,,False,False,False,,False,,125158,125158,"DESTIN, CITY OF",False,,,,4.0,FL,Currently Unavailable,32541,12091,12091023303,120910233032,30.4,-86.5,f47f7dde-482b-4c90-9859-7febae8b6c07
False,,,,N,False,,F,,False,,,47,AE,25,False,,,,False,1,,11,2024-05-01T00:00:00.000Z,2025-03-08T00:00:00.000Z,1332,1,2025-03-08T00:00:00.000Z,2026-03-08T00:00:00.000Z,1,False,True,RatingEngine,R,False,160000,0,1068,,,20.0,192,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,370203,370203,"LUMBERTON, CITY OF",False,,,,4.0,NC,Currently Unavailable,28358,37155,37155960802,371559608021,34.6,-79.0,b2355bcb-d674-4678-9cf4-e3d2a72606e7
False,,,,N,False,6.0,F,,False,,,47,AE,250,False,,,,False,1,,11,1962-01-01T00:00:00.000Z,2025-03-14T00:00:00.000Z,1608,1,2025-03-14T00:00:00.000Z,2026-03-14T00:00:00.000Z,1,False,False,RatingEngine,R,False,204000,0,1111,,,26.0,200,,2,,,,,,,,,False,False,S,N,,,True,False,False,,False,,125148,125148,"ST. PETERSBURG, CITY OF",False,,,,4.0,FL,Currently Unavailable,33703,12103,12103024100,121030241003,27.8,-82.6,1da2b87f-6825-4f04-95c9-b1b207c803be
False,,,,N,False,,A,,False,,,47,AE,25,False,,,,False,3,,11,1994-07-01T00:00:00.000Z,2024-12-16T00:00:00.000Z,972,1,2025-12-16T00:00:00.000Z,2026-12-16T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,763,,,14.0,137,,2,,,,,,,,,False,False,N,N,,,False,False,False,,False,,360497,360497,"NEW YORK, CITY OF",False,,,,2.0,NY,Currently Unavailable,10306,36085,36085012806,360850128065,40.6,-74.1,7540fce3-eb05-4f3c-a81c-67ee31a08a27
False,,,,N,False,,A,A,False,,,47,A03,250,False,,,,False,1,,11,1928-07-01T00:00:00.000Z,2025-01-21T00:00:00.000Z,1551,1,2025-01-21T00:00:00.000Z,2026-01-21T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,25000,1063,,,20.0,191,,1,,,,,,,,,False,False,C,N,2025-01-21T00:00:00.000Z,,False,False,False,,False,,360601,360601,"GORHAM, TOWN OF",False,,,,2.0,NY,Currently Unavailable,14544,36069,36069051302,360690513022,42.8,-77.3,18407fdb-b3ec-444e-86e1-3ef4df02c55e
False,,,,N,False,6.0,5,,False,,,47,AE,250,False,,,,False,1,,11,1948-07-01T00:00:00.000Z,2025-01-08T00:00:00.000Z,1389,1,2025-01-08T00:00:00.000Z,2026-01-08T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,925,,,20.0,167,,2,,,,,,,,,False,False,C,N,2025-05-22T00:00:00.000Z,,True,False,False,,False,,125105,125105,"FORT LAUDERDALE, CITY OF",False,,,,4.0,FL,Currently Unavailable,33316,12011,12011042301,120110423012,26.1,-80.1,2801b99f-b341-4e43-b35a-b12d2840c38d
False,,,2025-06-25T00:00:00.000Z,N,True,7.0,A,,False,,,47,AE,250,False,,,,False,2,,12,2025-02-06T00:00:00.000Z,2025-02-11T00:00:00.000Z,939,1,2025-02-11T00:00:00.000Z,2026-02-11T00:00:00.000Z,1,False,False,RatingEngine,R,True,250000,0,544,28,,11.0,98,,1,,,,,,,,,False,False,C,N,2025-03-05T00:00:00.000Z,,False,False,False,,False,,550136,550136,"FOND DU LAC, CITY OF",False,,,,5.0,WI,Currently Unavailable,54935,55039,55039040300,550390403001,43.8,-88.5,0e047135-8ce9-4956-b7cb-89021a9900e0
False,,,,N,False,,F,,False,,,47,AE,250,False,,287.0,293.9,False,1,,11,1991-05-01T00:00:00.000Z,2025-03-13T00:00:00.000Z,1805,1,2025-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,1278,,,24.0,230,,2,,,,,,,,,False,False,S,N,,,False,False,False,,False,,370244,370244,"WAKE FOREST, TOWN OF",False,,,,4.0,NC,Currently Unavailable,27587,37183,37183054224,371830542241,36.0,-78.5,093b4468-5bf4-459d-b4a7-18aa74e3faa3
False,,,,N,False,,F,1,False,,,47,AE,25,False,,,,False,2,,11,1995-07-01T00:00:00.000Z,2025-04-05T00:00:00.000Z,1096,1,2025-04-05T00:00:00.000Z,2026-04-05T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,868,,,16.0,156,,2,,,,,,,,,False,False,S,N,2025-04-05T00:00:00.000Z,,False,False,False,,False,,410018,410018,"LAKE OSWEGO, CITY OF",False,,,,10.0,OR,Currently Unavailable,97034,41005,41005020403,410050204032,45.4,-122.7,4a9624b3-4738-4ae1-bf0d-095b0ffa6440
False,,,,N,True,8.0,F,,False,,,47,AE,250,False,,,,False,1,,11,2023-02-08T00:00:00.000Z,2023-02-08T00:00:00.000Z,2191,1,2025-02-08T00:00:00.000Z,2026-02-08T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,0,1605,,,35.0,289,,2,,,,,,,,,False,False,N,T,,,False,False,False,,False,,220013,220013,ASCENSION PARISH*,False,,,,6.0,LA,Currently Unavailable,70774,22005,22005030107,220050301072,30.2,-90.8,80de5853-238e-4bbc-bdf9-e247e8fcfe9a
False,,,,N,False,,2,1,False,,,47,X,25,False,,,,False,1,,11,1991-01-01T00:00:00.000Z,2025-01-22T00:00:00.000Z,1051,1,2025-01-22T00:00:00.000Z,2026-01-22T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,830,,,43.0,149,,2,,,,,,,,,False,False,N,T,2025-01-22T00:00:00.000Z,,False,False,False,,False,,210277,210277,CHRISTIAN COUNTY*,False,,,,4.0,KY,Currently Unavailable,42240,21047,21047200600,210472006001,36.8,-87.5,b614c0be-2266-4261-9807-8a915600fc7e
False,,,,N,False,,2,2,False,,,47,C,25,False,,,,False,1,,11,1998-12-31T00:00:00.000Z,2025-05-07T00:00:00.000Z,677,1,2025-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,1,False,True,RatingEngine,R,False,207000,80000,513,,,10.0,92,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,480334,480334,HIDALGO COUNTY *,False,,,,6.0,TX,Currently Unavailable,78572,48215,48215020206,482150202062,26.2,-98.4,a56bdb2b-254e-4180-99bc-87bbd806759c
False,,,,N,False,,F,1,False,,,47,X,25,False,,,,False,1,,11,2006-01-01T00:00:00.000Z,2025-06-05T00:00:00.000Z,814,1,2025-06-05T00:00:00.000Z,2026-06-05T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,25000,629,,,12.0,113,,1,,,,,,,,,False,False,S,N,,,False,False,False,,False,,490167,490167,"MIDWAY, CITY OF",False,,,,8.0,UT,Currently Unavailable,84049,49051,49051960402,490519604021,40.5,-111.5,60a506e3-f0fc-4974-8767-50dc5d9b7827
False,,,,U,False,7.0,F,,False,,,47,AE,25,False,,,,False,3,,16,1985-01-01T00:00:00.000Z,2025-05-02T00:00:00.000Z,310,1,2025-05-02T00:00:00.000Z,2026-05-02T00:00:00.000Z,1,False,True,RatingEngine,R,False,150000,0,202,,,,36,,1,,,,,,,,,False,False,S,N,2025-05-02T00:00:00.000Z,,False,False,False,,False,,120053,120053,"PEMBROKE PINES, CITY OF",False,,,,4.0,FL,Currently Unavailable,33027,12011,12011110354,120111103542,26.0,-80.3,7f83fed5-2e12-4f65-9ece-9da1fe03df1a
